,"(0,0)","(1,1)","(1,2)","(1,3)","(1,4)","(2,1)","(2,2)","(2,3)","(2,4)","(3,1)","(3,2)","(3,3)","(3,4)","(4,1)","(4,2)","(4,3)","(4,4)","(5,1)","(5,2)","(5,3)","(5,4)",Question_ID,correctness,end,player_ID,player_experience,start,total,x1,x2,x3,x4,y1,y2,y3,y4
15,0.367,0.883,0.283,0.0,0.0,0.133,0.25,0.0,0.0,0.033,0.033,0.0,0.0,0.033,0.017,0.0,0.0,0.0,0.133,0.217,0.0,10,0,338.48438,8,0,336.15625,2.382,1.166,0.383,0.066,0.05,1.082,0.716,0.217,0.0
16,0.333,0.067,0.45,0.0,0.0,0.1,0.966,0.033,0.0,0.666,1.899,0.0,0.783,0.033,0.083,0.0,0.0,0.0,0.017,0.083,0.2,10,0,344.10156,8,0,338.48438,5.713,0.517,1.099,3.348,0.116,0.866,3.415,0.116,0.983
17,0.616,0.3,0.05,0.0,0.0,0.0,0.033,0.0,0.0,0.566,0.067,0.0,0.0,0.0,0.25,0.0,0.0,0.417,0.133,0.0,0.0,10,0,346.48438,8,0,344.10156,2.432,0.35,0.033,0.633,0.25,1.283,0.533,0.0,0.0
18,1.416,0.0,0.0,0.0,0.0,0.0,0.067,0.033,0.0,0.7,0.017,0.3,0.0,0.35,0.183,0.117,0.0,0.05,0.333,0.0,0.0,10,0,349.98438,8,0,346.48438,3.566,0.0,0.1,1.017,0.65,1.1,0.6,0.45,0.0
19,6.381,0.783,0.75,2.766,0.317,0.966,2.199,4.115,0.716,0.916,4.931,2.666,0.0,0.0,0.35,0.167,0.017,0.117,0.333,1.333,0.083,10,0,379.46094,8,0,349.98438,29.906,4.616,7.996,8.513,0.534,2.782,8.563,11.047,1.133
20,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.133,0.383,0.0,0.0,0.033,0.35,0.317,10,0,381.14844,8,0,379.46094,1.733,0.0,0.0,0.45,0.516,0.0,0.416,0.933,0.317
0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.417,0.7,0.1,0.0,0.117,0.017,0.0,0.083,0.267,0.217,0.0,11,1,403.19531,8,0,401.24219,2.002,0.0,0.0,1.234,0.134,0.1,0.801,0.934,0.1
1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.217,0.167,0.683,0.15,0.017,0.0,0.183,0.167,0.0,0.0,11,1,406.72656,8,0,403.19531,3.6,0.0,0.0,1.9,0.85,1.866,0.833,0.234,0.167
2,0.1,0.0,0.2,0.067,0.033,1.616,1.383,0.85,0.2,0.716,1.466,2.382,1.133,0.017,0.666,0.367,0.0,0.0,0.067,0.333,0.25,11,1,418.39063,8,0,406.72656,11.846,0.3,4.049,5.697,1.05,2.349,3.782,3.999,1.616
3,0.183,0.0,0.0,0.0,0.0,0.167,0.483,0.466,0.0,0.017,0.183,0.033,0.0,0.0,0.0,0.0,0.0,0.25,0.017,0.0,0.0,11,1,420.14844000000005,8,0,418.39063,1.799,0.0,1.116,0.233,0.0,0.434,0.683,0.499,0.0
4,0.05,0.133,0.566,0.267,0.45,1.183,0.683,1.516,1.116,0.0,0.033,1.499,0.4,0.267,0.0,0.05,0.0,0.0,0.0,0.217,0.283,11,1,428.72655999999995,8,0,420.14844000000005,8.713,1.416,4.498,1.932,0.317,1.583,1.282,3.549,2.249
5,0.05,0.0,0.0,0.267,0.233,0.0,0.0,0.417,0.033,0.0,0.05,0.5,0.067,0.0,0.0,0.033,0.0,0.0,0.0,0.35,0.017,11,1,430.70313,8,0,428.72655999999995,2.017,0.5,0.45,0.617,0.033,0.0,0.05,1.567,0.35
6,0.133,0.0,0.067,0.417,0.0,0.0,0.117,0.5,0.0,0.0,0.083,0.05,0.0,0.0,0.033,0.417,0.017,0.0,0.367,0.25,0.333,11,0,433.42969000000005,8,0,430.70313,2.784,0.484,0.617,0.133,0.467,0.0,0.667,1.634,0.35
7,0.367,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.2,0.033,0.0,0.083,0.15,0.2,0.2,0.183,0.017,0.25,0.0,0.0,0.0,11,0,435.23438,8,0,433.42969000000005,1.849,0.083,0.283,0.266,0.6,0.483,0.2,0.349,0.45
8,0.15,0.0,0.0,0.0,0.0,0.816,0.0,0.0,0.0,0.883,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.033,0.45,0.0,0.0,11,0,437.5625,8,0,435.23438,2.382,0.0,0.816,0.883,0.05,1.782,0.45,0.0,0.0
9,0.033,0.0,0.0,0.0,0.0,0.45,0.317,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.067,0.0,0.0,0.45,0.217,0.0,0.0,11,0,439.65625,8,0,437.5625,2.134,0.0,0.767,0.6,0.067,0.9,1.201,0.0,0.0
0,0.1,0.0,0.0,0.0,0.0,0.217,0.783,0.15,0.0,0.05,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.35,0.0,0.0,0.0,12,1,450.90625,8,0,449.28125,1.667,0.0,1.15,0.05,0.017,0.634,0.783,0.15,0.0
1,0.583,0.0,0.0,0.0,0.0,1.616,0.45,0.0,0.0,1.166,0.15,0.0,0.0,0.35,0.25,0.017,0.0,0.0,0.2,0.2,0.05,12,1,455.85155999999995,8,0,450.90625,5.032,0.0,2.066,1.316,0.617,3.132,1.05,0.217,0.05
2,0.233,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.566,0.067,0.0,0.0,0.133,0.333,0.117,0.0,12,1,457.67969000000005,8,0,455.85155999999995,1.865,0.233,0.0,0.183,0.633,1.115,0.4,0.117,0.0
3,0.033,0.3,0.0,0.0,0.0,0.317,0.6,0.0,0.0,0.05,0.017,0.0,0.0,0.9,0.866,0.0,0.0,0.0,0.0,0.2,0.283,12,1,461.17969000000005,8,0,457.67969000000005,3.566,0.3,0.917,0.067,1.766,1.567,1.483,0.2,0.283
4,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.1,0.3,0.0,0.1,0.05,0.0,0.017,12,1,462.83594000000005,8,0,461.17969000000005,1.7,0.0,0.0,0.0,1.45,0.15,1.15,0.3,0.017
5,0.3,0.5,0.666,0.0,0.0,0.55,1.316,0.417,0.083,0.866,0.033,0.05,0.0,0.033,0.183,0.067,0.017,0.0,0.1,0.383,0.0,12,1,468.30469000000005,8,0,462.83594000000005,5.564,1.166,2.366,0.949,0.3,1.949,2.298,0.917,0.1
6,0.083,0.4,0.25,0.0,0.0,0.0,0.05,0.0,0.0,0.516,0.183,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.383,0.083,0.0,12,0,470.24219000000005,8,0,468.30469000000005,1.981,0.65,0.05,0.699,0.033,0.949,0.866,0.083,0.0
7,0.1,0.0,0.0,0.0,0.0,0.083,0.2,0.7,0.25,1.233,0.733,0.417,0.0,0.017,0.05,0.217,0.0,0.0,0.017,0.1,0.25,12,0,474.53125,8,0,470.24219000000005,4.367,0.0,1.233,2.383,0.284,1.333,1.0,1.434,0.5
8,0.067,0.0,0.017,0.083,0.0,0.0,0.017,0.483,0.0,0.0,0.65,0.333,0.0,0.0,0.083,0.35,0.0,0.25,0.167,0.0,0.0,12,0,476.97655999999995,8,0,474.53125,2.5,0.1,0.5,0.983,0.433,0.25,0.934,1.249,0.0
9,0.1,0.067,0.466,0.916,0.1,0.0,0.017,0.25,0.233,0.0,0.183,0.217,0.0,0.0,0.0,0.017,0.0,0.0,0.267,0.483,0.017,12,0,480.25,8,0,476.97655999999995,3.333,1.549,0.5,0.4,0.017,0.067,0.933,1.883,0.35
10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.566,1.416,0.25,0.0,0.033,0.017,0.0,0.067,0.217,0.317,0.0,12,0,483.39063,8,0,480.25,3.2,0.0,0.0,2.449,0.05,0.284,0.816,1.75,0.25
0,1.683,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.033,0.15,0.067,0.033,0.167,0.35,0.417,0.017,0.033,0.0,0.0,0.2,1,1,28.90625,9,0,25.625,3.35,0.0,0.2,0.283,0.951,0.333,0.55,0.534,0.25
0,0.433,0.0,0.0,0.417,0.0,0.0,1.05,0.85,0.0,0.0,0.0,0.25,0.033,0.0,0.0,0.033,0.0,0.2,0.117,0.0,0.0,2,1,38.70313,9,0,35.38281,3.383,0.417,1.9,0.283,0.033,0.2,1.167,1.55,0.033
0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.317,0.133,0.05,0.017,0.5,0.0,0.0,0.033,0.0,0.0,0.1,3,1,46.40625,9,0,44.82813,1.617,0.0,0.0,0.55,0.517,0.1,0.817,0.133,0.15
0,0.133,0.267,0.733,0.716,0.0,0.0,0.267,0.0,0.083,0.0,0.0,0.033,0.033,0.0,0.0,0.017,0.0,0.0,0.0,0.233,0.1,5,1,66.03905999999999,9,0,63.47656,2.615,1.716,0.35,0.066,0.017,0.267,1.0,0.999,0.216
1,0.1,0.05,0.483,0.083,0.0,0.0,0.3,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.117,0.0,0.0,5,1,67.51563,9,0,66.03905999999999,1.517,0.616,0.3,0.067,0.0,0.434,0.9,0.083,0.0
2,0.45,0.0,0.0,0.0,0.0,0.716,0.017,0.0,0.0,0.05,0.05,0.0,0.0,0.017,0.0,0.0,0.0,0.1,0.233,0.0,0.0,5,1,69.10938,9,0,67.51563,1.633,0.0,0.733,0.1,0.017,0.883,0.3,0.0,0.0
3,0.65,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.933,0.083,0.433,0.017,0.466,0.2,0.05,0.033,0.017,0.183,0.15,0.05,5,1,72.36719000000001,9,0,69.10938,3.315,0.0,0.05,1.466,0.749,1.466,0.466,0.633,0.1
4,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.417,0.033,0.0,0.25,0.783,0.167,0.033,0.0,0.25,0.0,0.0,5,1,74.5,9,0,72.36719000000001,2.183,0.0,0.05,0.5,1.233,0.3,1.5,0.2,0.033
5,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.0,0.2,0.183,0.217,0.05,0.267,0.133,0.033,0.0,5,1,76.24219000000001,9,0,74.5,1.783,0.0,0.0,0.383,0.65,0.467,0.316,0.633,0.05
0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.35,0.0,0.0,0.3,0.167,0.0,0.0,0.283,0.083,0.0,0.0,6,1,99.27344000000001,9,0,97.60155999999999,1.716,0.0,0.0,0.85,0.467,1.083,0.6,0.0,0.0
1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.117,0.0,0.0,0.35,0.45,0.25,0.0,0.0,0.25,0.3,0.117,6,1,101.21094000000001,9,0,99.27344000000001,1.984,0.0,0.0,0.167,1.05,0.4,0.817,0.55,0.117
2,0.267,0.2,0.35,0.033,0.0,0.783,0.683,0.117,0.217,0.5,0.433,0.0,0.15,0.0,0.283,0.333,0.083,0.067,0.133,0.033,0.0,6,1,105.79688,9,0,101.21094000000001,4.665,0.583,1.8,1.083,0.699,1.55,1.882,0.516,0.45
3,0.133,0.4,0.65,0.217,0.0,0.2,1.266,0.367,0.0,0.533,0.183,0.1,0.0,0.05,0.55,0.267,0.0,0.3,0.0,0.0,0.0,6,1,110.92188,9,0,105.79688,5.216,1.267,1.833,0.816,0.867,1.483,2.649,0.951,0.0
4,0.1,0.0,0.033,0.566,0.0,0.0,0.033,0.267,0.0,0.0,0.133,0.067,0.0,0.017,0.083,0.083,0.0,0.15,0.017,0.067,0.233,6,1,112.72656,9,0,110.92188,1.849,0.599,0.3,0.2,0.183,0.167,0.299,1.05,0.233
5,0.433,0.0,0.133,0.017,0.0,0.017,0.25,0.433,0.0,0.333,0.2,0.267,0.0,0.0,0.2,0.233,0.067,0.15,0.167,0.0,0.0,6,1,115.57031,9,0,112.72656,2.9,0.15,0.7,0.8,0.5,0.5,0.95,0.95,0.067
6,0.117,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.15,0.0,0.333,0.2,0.0,0.0,0.067,0.433,0.083,0.4,0.0,0.0,0.0,6,1,117.71094,9,0,115.57031,2.183,0.1,0.45,0.533,0.583,0.4,0.4,1.033,0.233
0,1.366,1.299,0.816,0.4,0.05,1.283,0.35,0.2,0.083,1.0,0.05,0.067,0.0,0.317,0.033,0.0,0.0,0.0,0.0,0.167,0.167,7,1,131.16406,9,0,123.64063,7.648,2.565,1.916,1.117,0.35,3.899,1.249,0.834,0.3
1,0.317,0.0,0.067,0.2,0.233,0.0,0.0,0.5,0.133,0.0,0.083,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,7,1,133.01563000000002,9,0,131.16406,1.899,0.5,0.633,0.366,0.0,0.0,0.233,0.983,0.366
2,0.3,0.0,0.0,0.0,0.0,0.0,0.217,0.2,0.0,0.367,0.55,0.8,0.033,0.017,0.317,0.333,0.0,0.217,0.05,0.0,0.0,7,1,136.35156,9,0,133.01563000000002,3.401,0.0,0.417,1.75,0.667,0.601,1.134,1.333,0.033
3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.45,0.0,0.0,0.083,0.616,0.15,0.117,0.25,0.0,0.0,7,1,138.125,9,0,136.35156,1.816,0.0,0.0,0.55,0.849,0.117,0.433,1.066,0.15
4,0.45,0.0,0.0,0.0,0.0,0.55,0.217,0.0,0.0,0.683,0.017,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.367,0.067,0.0,7,1,140.69531,9,0,138.125,2.618,0.0,0.767,0.7,0.267,1.5,0.601,0.067,0.0
5,1.033,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.117,0.083,0.0,0.0,0.0,0.133,0.017,0.0,7,1,142.69531,9,0,140.69531,2.05,0.0,0.317,0.35,0.2,0.784,0.216,0.017,0.0
0,0.966,0.183,0.067,0.0,0.0,0.883,0.25,0.0,0.0,0.25,0.167,0.0,0.0,0.033,0.0,0.0,0.0,0.1,0.2,0.0,0.0,8,1,152.83594,9,0,149.78906,3.099,0.25,1.133,0.417,0.033,1.449,0.684,0.0,0.0
1,0.133,0.0,0.0,0.0,0.0,0.017,0.033,0.167,0.0,0.267,0.633,0.183,0.0,0.0,0.1,0.183,0.067,0.0,0.283,0.117,0.0,8,1,154.96875,9,0,152.83594,2.183,0.0,0.217,1.083,0.35,0.284,1.049,0.65,0.067
2,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.133,0.0,0.0,0.067,0.466,0.067,0.1,0.2,0.067,0.017,8,1,156.5625,9,0,154.96875,1.634,0.0,0.0,0.483,0.6,0.1,0.617,0.666,0.084
3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.217,0.0,0.0,0.383,0.167,0.0,0.0,0.233,0.0,0.0,0.0,8,1,157.94531,9,0,156.5625,1.417,0.0,0.0,0.484,0.55,0.883,0.384,0.0,0.0
4,0.6,0.283,0.0,0.083,0.0,0.367,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.067,0.033,0.0,0.0,0.133,0.183,0.033,0.0,8,1,159.86719,9,0,157.94531,1.965,0.366,0.367,0.183,0.1,1.033,0.216,0.116,0.0
5,0.033,0.0,0.0,0.666,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.2,0.333,0.017,8,1,161.50781,9,0,159.86719,1.683,0.666,0.217,0.0,0.217,0.0,0.417,1.216,0.017
0,0.883,0.483,0.5,0.0,0.0,0.4,0.5,0.267,0.0,0.633,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.067,0.35,0.0,9,1,184.375,9,0,180.02344,4.433,0.983,1.167,0.95,0.0,1.549,1.384,0.617,0.0
1,0.1,0.0,0.0,0.0,0.0,0.283,0.45,0.0,0.0,0.4,0.083,0.0,0.0,0.0,0.05,0.0,0.0,0.167,0.0,0.0,0.0,9,1,185.875,9,0,184.375,1.533,0.0,0.733,0.483,0.05,0.85,0.583,0.0,0.0
2,0.35,0.0,0.2,0.0,0.2,0.283,0.6,0.65,0.8,0.2,0.033,0.0,0.0,0.083,0.1,0.0,0.0,0.1,0.6,0.05,0.0,9,1,190.04688000000002,9,0,185.875,4.249,0.4,2.333,0.233,0.183,0.666,1.533,0.7,1.0
3,1.583,0.35,0.033,0.65,0.0,0.183,0.566,0.583,0.0,1.433,0.716,0.0,0.0,0.533,0.017,0.0,0.0,0.267,0.733,0.05,0.0,9,1,197.61719,9,0,190.04688000000002,7.697,1.033,1.332,2.149,0.55,2.766,2.065,1.283,0.0
4,0.633,0.0,0.0,0.0,0.0,0.1,0.117,0.283,0.0,0.75,0.0,0.233,0.067,1.0,0.067,0.0,0.1,0.05,0.25,0.2,0.0,9,1,201.39844,9,0,197.61719,3.85,0.0,0.5,1.05,1.167,1.9,0.434,0.716,0.167
5,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.017,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.35,0.0,0.0,0.0,9,1,202.77344,9,0,201.39844,1.417,0.0,0.067,0.0,0.95,0.55,0.8,0.017,0.0
6,0.55,0.0,0.883,0.133,0.0,0.0,0.2,1.166,0.25,0.483,0.733,0.4,0.3,0.916,1.433,0.733,0.916,0.0,0.217,0.033,0.2,9,1,212.17188,9,0,202.77344,9.546,1.016,1.616,1.916,3.998,1.399,3.466,2.465,1.666
7,0.383,0.0,0.0,0.0,0.0,0.0,0.417,0.233,0.0,0.217,0.4,0.383,0.0,0.233,0.783,0.733,0.017,0.067,0.167,0.0,0.0,9,1,216.13281,9,0,212.17188,4.033,0.0,0.65,1.0,1.766,0.517,1.767,1.349,0.017
8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.95,0.15,0.0,0.0,0.05,0.0,0.117,0.15,0.0,0.0,9,1,217.625,9,0,216.13281,1.534,0.0,0.0,1.167,0.05,0.117,0.217,1.0,0.15
9,0.1,0.0,0.0,0.017,0.0,0.0,0.217,0.766,0.15,0.0,0.516,0.583,0.017,0.0,0.25,0.033,0.0,0.3,0.15,0.0,0.0,9,1,220.66406,9,0,217.625,3.099,0.017,1.133,1.116,0.283,0.3,1.133,1.399,0.167
10,0.25,0.0,0.0,0.133,0.0,0.0,0.2,0.317,0.0,0.0,0.0,0.033,0.0,0.0,0.017,0.0,0.05,0.0,0.267,0.133,0.15,9,1,222.17969,9,0,220.66406,1.55,0.133,0.517,0.033,0.067,0.0,0.484,0.616,0.2
0,0.367,0.217,0.0,0.0,0.0,0.633,0.866,0.633,0.0,0.0,0.067,0.0,0.0,0.0,0.133,0.0,0.0,0.033,0.083,0.083,0.0,10,1,233.92188,9,0,230.86719,3.115,0.217,2.132,0.067,0.133,0.883,1.149,0.716,0.0
1,0.333,0.0,0.017,0.0,0.0,0.45,0.6,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,10,1,235.45313,9,0,233.92188,1.566,0.017,1.05,0.033,0.0,0.616,0.617,0.0,0.0
2,0.2,0.133,0.966,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.033,0.0,0.0,0.0,0.2,0.25,0.133,10,1,237.375,9,0,235.45313,1.965,1.099,0.017,0.0,0.066,0.166,1.216,0.25,0.133
3,0.033,0.0,0.0,0.0,0.0,0.367,0.65,0.6,0.0,0.033,0.017,0.0,0.0,0.0,0.017,0.0,0.0,0.067,0.183,0.067,0.0,10,1,239.36719,9,0,237.375,2.034,0.0,1.617,0.05,0.017,0.467,0.867,0.667,0.0
4,6.181,0.283,0.083,0.117,0.0,2.582,0.433,0.666,0.217,5.514,2.083,0.4,0.217,2.083,0.417,0.0,0.0,0.0,0.15,0.25,0.383,10,1,261.10156,9,0,239.36719,22.059,0.483,3.898,8.214,2.5,10.462,3.166,1.433,0.817
5,1.466,0.367,0.766,1.05,0.233,1.383,1.116,2.932,0.466,1.299,2.999,0.766,0.033,0.067,0.367,0.333,0.017,0.0,0.2,0.333,0.0,10,1,277.05469,9,0,261.10156,16.193,2.416,5.897,5.097,0.784,3.116,5.448,5.414,0.749
6,0.2,0.0,0.0,0.45,0.15,0.217,0.1,0.816,0.55,0.716,2.166,0.6,0.25,0.367,1.366,1.016,0.0,0.633,0.167,0.0,0.0,10,1,286.66406,9,0,277.05469,9.764,0.6,1.683,3.732,2.749,1.933,3.799,2.882,0.95
7,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.8,0.2,0.033,0.367,0.666,0.267,0.0,0.05,0.35,0.15,0.05,10,1,289.8125,9,0,286.66406,3.217,0.0,0.0,1.3,1.3,0.684,1.816,0.617,0.083
8,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.067,0.0,0.0,0.2,0.7,0.15,0.0,0.1,0.133,0.0,0.0,10,1,291.26563,9,0,289.8125,1.483,0.0,0.0,0.167,1.05,0.4,0.9,0.15,0.0
9,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,0.0,0.0,0.017,0.133,0.0,0.0,0.15,0.083,0.0,0.0,10,1,292.69531,9,0,291.26563,1.466,0.0,0.0,1.0,0.15,0.517,0.866,0.0,0.0
10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.4,0.033,0.0,0.067,0.317,0.0,0.0,10,1,293.85938,9,0,292.69531,1.2,0.0,0.0,0.0,0.716,0.35,0.717,0.033,0.0
0,1.283,0.0,0.067,0.0,0.0,1.166,0.583,0.633,0.117,1.233,2.599,1.966,0.7,0.7,0.833,0.317,0.05,0.0,0.267,0.0,0.0,11,1,338.89063,9,0,326.57031,12.514,0.067,2.499,6.498,1.9,3.099,4.349,2.916,0.867
1,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.183,0.0,0.0,0.217,0.033,0.0,0.0,0.133,0.0,0.0,0.0,11,1,340.74219,9,0,338.89063,1.898,0.0,0.0,0.749,0.25,0.916,0.216,0.0,0.0
2,1.0,0.0,0.65,0.05,0.0,1.166,1.399,0.15,0.0,1.533,0.383,0.0,0.0,0.7,0.283,0.05,0.0,0.267,0.15,0.0,0.0,11,1,348.39844,9,0,340.74219,7.781,0.7,2.715,1.916,1.033,3.666,2.865,0.25,0.0
3,0.183,0.65,0.0,0.0,0.0,0.966,0.183,0.25,0.1,0.3,0.2,0.0,0.0,0.017,0.0,0.0,0.0,0.25,0.183,0.0,0.0,11,1,351.625,9,0,348.39844,3.282,0.65,1.499,0.5,0.017,2.183,0.566,0.25,0.1
4,0.683,0.0,0.0,0.0,0.0,0.683,0.1,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.167,0.0,11,1,353.42969,9,0,351.625,1.85,0.0,0.783,0.117,0.0,0.8,0.2,0.167,0.0
5,0.35,0.866,0.233,0.033,0.0,0.733,0.383,1.25,0.233,0.017,0.15,0.117,0.017,0.017,0.0,0.0,0.0,0.233,0.067,0.0,0.0,11,1,358.04688,9,0,353.42969,4.699,1.132,2.599,0.301,0.017,1.866,0.833,1.4,0.25
6,0.15,0.033,0.433,0.167,0.05,0.067,0.25,0.45,0.05,0.033,0.067,0.333,0.233,0.017,0.017,0.0,0.0,0.15,0.183,0.083,0.0,11,1,360.75781,9,0,358.04688,2.766,0.683,0.817,0.666,0.034,0.3,0.95,1.033,0.333
7,0.483,0.0,0.217,0.466,0.0,0.0,0.133,0.133,0.0,0.0,0.0,0.033,0.0,0.0,0.033,0.083,0.0,0.0,0.15,0.05,0.117,11,1,362.60938,9,0,360.75781,1.898,0.683,0.266,0.033,0.116,0.0,0.533,0.765,0.117
8,0.283,0.0,0.1,0.117,0.0,0.0,0.167,0.217,0.0,0.0,0.117,0.433,0.033,0.4,0.183,0.433,0.05,0.333,0.0,0.0,0.0,11,1,365.42188,9,0,362.60938,2.866,0.217,0.384,0.583,1.066,0.733,0.567,1.2,0.083
9,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.383,0.0,0.0,0.133,0.233,0.0,0.383,0.05,0.133,0.117,11,1,367.01563,9,0,365.42188,1.632,0.0,0.0,0.45,0.366,0.383,0.25,0.749,0.117
0,0.716,0.0,0.0,0.0,0.0,0.0,0.516,0.483,0.466,0.0,0.2,0.483,0.233,0.0,0.167,0.133,0.167,0.333,0.0,0.217,0.0,12,1,384.5625,9,0,380.52344,4.114,0.0,1.465,0.916,0.467,0.333,0.883,1.316,0.866
1,0.117,0.0,0.0,0.0,0.0,0.0,0.5,0.616,0.067,0.05,0.133,0.333,0.033,0.017,0.15,0.0,0.0,0.0,0.117,0.167,0.017,12,1,386.82813,9,0,384.5625,2.317,0.0,1.183,0.549,0.167,0.067,0.9,1.116,0.117
2,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.933,0.0,0.0,0.0,0.033,0.0,0.0,0.267,0.2,0.067,0.067,0.2,0.033,12,1,389.375,9,0,386.82813,2.599,0.0,1.599,0.033,0.467,0.067,0.067,1.133,1.199
3,0.433,0.0,0.167,0.433,0.0,0.0,0.233,0.067,0.0,0.0,0.0,0.3,0.033,0.0,0.0,0.117,0.1,0.267,0.05,0.0,0.0,12,1,391.53125,9,0,389.375,2.2,0.6,0.3,0.333,0.217,0.267,0.45,0.917,0.133
4,0.466,0.133,0.25,0.433,0.0,0.1,0.417,0.183,0.433,1.033,0.367,0.167,0.0,0.267,0.45,0.183,0.0,0.083,0.317,0.0,0.0,12,1,396.71875,9,0,391.53125,5.282,0.816,1.133,1.567,0.9,1.616,1.801,0.966,0.433
5,0.75,0.283,0.6,0.133,0.0,0.633,1.183,0.516,0.233,1.399,0.633,0.633,0.0,0.4,0.4,0.167,0.0,0.033,0.233,0.0,0.0,12,1,404.82031,9,0,396.71875,8.229,1.016,2.565,2.665,0.967,2.748,3.049,1.449,0.233
6,1.966,0.733,0.183,0.317,0.0,0.7,0.1,0.1,0.1,1.399,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.283,0.183,0.0,12,1,411.19531,9,0,404.82031,6.481,1.233,1.0,1.516,0.0,3.132,0.683,0.6,0.1
7,0.35,0.65,0.5,0.333,0.0,0.183,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.217,0.267,0.033,0.0,12,1,413.85938,9,0,411.19531,2.716,1.483,0.333,0.0,0.033,1.083,0.817,0.466,0.0
8,0.2,0.0,0.0,0.0,0.0,0.516,0.067,0.0,0.0,0.167,0.0,0.0,0.0,0.05,0.083,0.0,0.0,0.0,0.217,0.067,0.0,12,1,415.1875,9,0,413.85938,1.367,0.0,0.583,0.167,0.133,0.733,0.367,0.067,0.0
9,0.15,0.067,0.267,0.0,0.0,0.0,0.133,0.033,0.0,0.033,0.2,0.2,0.0,0.6,0.067,0.3,0.0,0.183,0.1,0.0,0.0,12,1,417.46875,9,0,415.1875,2.333,0.334,0.166,0.433,0.967,0.883,0.767,0.533,0.0
10,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.25,0.0,0.0,0.0,0.267,0.267,0.05,12,1,418.94531,9,0,417.46875,1.517,0.0,0.0,0.0,0.85,0.6,0.517,0.267,0.05
